 (-6.6269706E-07,0.0000000E+00)      158745
 (1.7539049E-05,0.0000000E+00)      158801
 (1.7271253E-05,0.0000000E+00)      158800
 (-9.6448030E-06,0.0000000E+00)      158978
 (-5.9039212E-06,0.0000000E+00)      158889
 (-1.4280085E-05,0.0000000E+00)      158895
 (3.2677582E-07,0.0000000E+00)      158748
 (1.4056760E-05,0.0000000E+00)      158804
 (1.4275452E-05,0.0000000E+00)      158802
 (-9.9055942E-06,0.0000000E+00)      158856
 (6.8285826E-06,0.0000000E+00)      158886
 (-1.6777105E-05,0.0000000E+00)      158818
 (1.4739121E-05,0.0000000E+00)      158654
 (1.4733918E-05,0.0000000E+00)      158655
 (2.3216217E-08,0.0000000E+00)      158715
 (-2.0909943E-07,0.0000000E+00)      158736
 (1.4719046E-05,0.0000000E+00)      158620
 (1.4593897E-05,0.0000000E+00)      158622
 (1.6845077E-05,0.0000000E+00)      158780
 (4.6487048E-07,0.0000000E+00)      158728
 (1.6140259E-05,0.0000000E+00)      158781
 (-8.6367691E-06,0.0000000E+00)      158861
 (1.4501234E-05,0.0000000E+00)      158911
 (1.1580259E-05,0.0000000E+00)      158905
 (1.2742870E-05,0.0000000E+00)      158949
 (9.4045163E-07,0.0000000E+00)      158929
 (1.2629303E-05,0.0000000E+00)      158952
 (1.3040910E-05,0.0000000E+00)      158628
 (-7.9051063E-07,0.0000000E+00)      158682
 (1.1376262E-05,0.0000000E+00)      158627
 (9.7324024E-09,0.0000000E+00)      158601
 (1.7156064E-05,0.0000000E+00)      158648
 (1.7135435E-05,0.0000000E+00)      158647
 (-1.3798473E-05,0.0000000E+00)      158689
 (-8.7251283E-06,0.0000000E+00)      158688
 (-5.1328252E-06,0.0000000E+00)      158784
 (1.4478133E-05,0.0000000E+00)      158639
 (1.4502659E-05,0.0000000E+00)      158640
 (-8.4437602E-08,0.0000000E+00)      158693
 (1.4820661E-05,0.0000000E+00)      158638
 (-2.0558082E-07,0.0000000E+00)      158748
 (1.4443345E-05,0.0000000E+00)      158637
 (1.5999321E-05,0.0000000E+00)      158649
 (-5.7704028E-09,0.0000000E+00)      158602
 (1.6012040E-05,0.0000000E+00)      158650
 (6.4266869E-06,0.0000000E+00)      158967
 (1.4306166E-05,0.0000000E+00)      158899
 (1.4316507E-05,0.0000000E+00)      158904
 (1.2809593E-05,0.0000000E+00)      158749
