 (-6.6269700E-07,0.0000000E+00)      158745
 (1.7539049E-05,0.0000000E+00)      158801
 (1.7271255E-05,0.0000000E+00)      158800
 (-1.0307501E-05,0.0000000E+00)      158978
 (1.1635129E-05,0.0000000E+00)      158889
 (2.9911698E-06,0.0000000E+00)      158895
 (-9.9807248E-06,0.0000000E+00)      158748
 (2.5691888E-05,0.0000000E+00)      158804
 (1.7266622E-05,0.0000000E+00)      158802
 (-1.9886320E-05,0.0000000E+00)      158856
 (3.2520471E-05,0.0000000E+00)      158886
 (4.8951711E-07,0.0000000E+00)      158818
 (-5.1471957E-06,0.0000000E+00)      158654
 (4.7254391E-05,0.0000000E+00)      158655
 (5.1273355E-07,0.0000000E+00)      158715
 (-5.3562944E-06,0.0000000E+00)      158736
 (6.1973435E-05,0.0000000E+00)      158620
 (1.5106630E-05,0.0000000E+00)      158622
 (1.1488783E-05,0.0000000E+00)      158780
 (6.2438303E-05,0.0000000E+00)      158728
 (3.1246891E-05,0.0000000E+00)      158781
 (2.8520117E-06,0.0000000E+00)      158861
 (7.6939526E-05,0.0000000E+00)      158911
 (4.2827149E-05,0.0000000E+00)      158905
 (1.5594882E-05,0.0000000E+00)      158949
 (7.7879988E-05,0.0000000E+00)      158929
 (5.5456454E-05,0.0000000E+00)      158952
 (2.8635792E-05,0.0000000E+00)      158628
 (7.7089484E-05,0.0000000E+00)      158682
 (6.6832712E-05,0.0000000E+00)      158627
 (2.8645522E-05,0.0000000E+00)      158601
 (9.4245552E-05,0.0000000E+00)      158648
 (8.3968145E-05,0.0000000E+00)      158647
 (1.4847050E-05,0.0000000E+00)      158689
 (8.5520427E-05,0.0000000E+00)      158688
 (7.8835314E-05,0.0000000E+00)      158784
 (2.9325185E-05,0.0000000E+00)      158639
 (1.0002308E-04,0.0000000E+00)      158640
 (7.8750876E-05,0.0000000E+00)      158693
 (4.4145847E-05,0.0000000E+00)      158638
 (9.9817495E-05,0.0000000E+00)      158748
 (9.3194227E-05,0.0000000E+00)      158637
 (6.0145172E-05,0.0000000E+00)      158649
 (9.9811725E-05,0.0000000E+00)      158602
 (1.0920626E-04,0.0000000E+00)      158650
 (6.6571862E-05,0.0000000E+00)      158967
 (1.1411789E-04,0.0000000E+00)      158899
 (1.2352277E-04,0.0000000E+00)      158904
 (7.9381454E-05,0.0000000E+00)      158749
 (1.3011653E-04,0.0000000E+00)      158750
 (1.2341578E-04,0.0000000E+00)      158857
 (6.7839210E-05,0.0000000E+00)      158847
 (1.2244344E-04,0.0000000E+00)      158799
 (1.1878209E-04,0.0000000E+00)      158855
 (8.4583218E-05,0.0000000E+00)      158644
 (1.2244032E-04,0.0000000E+00)      158600
 (1.3554376E-04,0.0000000E+00)      158646
 (9.8882781E-05,0.0000000E+00)      158634
 (1.2255715E-04,0.0000000E+00)      158745
 (1.5010915E-04,0.0000000E+00)      158633
 (8.6000444E-05,0.0000000E+00)      158851
 (1.1535564E-04,0.0000000E+00)      158968
 (1.3951438E-04,0.0000000E+00)      158848
 (9.4842027E-05,0.0000000E+00)      158893
 (1.1384489E-04,0.0000000E+00)      158850
 (1.4788182E-04,0.0000000E+00)      158903
 (8.7859793E-05,0.0000000E+00)      158844
 (1.0869528E-04,0.0000000E+00)      158791
 (1.3517369E-04,0.0000000E+00)      158842
 (8.2321792E-05,0.0000000E+00)      158865
 (9.6899617E-05,0.0000000E+00)      158858
 (1.2727939E-04,0.0000000E+00)      158810
 (9.8666205E-05,0.0000000E+00)      158617
 (9.6907053E-05,0.0000000E+00)      158585
 (1.4360572E-04,0.0000000E+00)      158620
 (9.8788587E-05,0.0000000E+00)      158711
 (1.1278825E-04,0.0000000E+00)      158652
 (1.5855682E-04,0.0000000E+00)      158653
 (9.4338044E-05,0.0000000E+00)      158832
 (1.0223047E-04,0.0000000E+00)      158888
 (1.5261174E-04,0.0000000E+00)      158892
 (1.1000632E-04,0.0000000E+00)      158610
 (1.0232773E-04,0.0000000E+00)      158724
 (1.6817970E-04,0.0000000E+00)      158609
 (1.0982928E-04,0.0000000E+00)      158664
 (8.0024671E-05,0.0000000E+00)      158566
 (1.4567896E-04,0.0000000E+00)      158567
 (1.2536778E-04,0.0000000E+00)      158907
 (6.9910449E-05,0.0000000E+00)      158963
 (1.5219463E-04,0.0000000E+00)      158916
 (1.0332497E-04,0.0000000E+00)      158569
 (6.9944545E-05,0.0000000E+00)      158665
 (1.3000489E-04,0.0000000E+00)      158568
 (9.0942114E-05,0.0000000E+00)      158678
 (6.0796625E-05,0.0000000E+00)      158673
 (1.2572839E-04,0.0000000E+00)      158759
 (1.0689969E-04,0.0000000E+00)      158608
 (6.1062427E-05,0.0000000E+00)      158721
 (1.4193679E-04,0.0000000E+00)      158607
 (1.2426358E-04,0.0000000E+00)      158752
 (7.8341152E-05,0.0000000E+00)      158750
 (1.4145690E-04,0.0000000E+00)      158693
 (1.2473114E-04,0.0000000E+00)      158736
 (9.2910508E-05,0.0000000E+00)      158792
 (1.5585835E-04,0.0000000E+00)      158790
 (1.4027565E-04,0.0000000E+00)      158795
 (1.0800381E-04,0.0000000E+00)      158794
 (1.5672873E-04,0.0000000E+00)      158739
 (1.5164271E-04,0.0000000E+00)      158754
 (1.2260572E-04,0.0000000E+00)      158755
 (1.5775938E-04,0.0000000E+00)      158863
 (1.5165887E-04,0.0000000E+00)      158588
 (1.3927504E-04,0.0000000E+00)      158605
 (1.7443152E-04,0.0000000E+00)      158655
 (1.4082139E-04,0.0000000E+00)      158830
 (1.3179678E-04,0.0000000E+00)      158779
 (1.6903177E-04,0.0000000E+00)      158837
 (1.5873926E-04,0.0000000E+00)      158608
 (1.3182228E-04,0.0000000E+00)      158581
 (1.8694748E-04,0.0000000E+00)      158609
 (1.7368239E-04,0.0000000E+00)      158647
 (1.3170530E-04,0.0000000E+00)      158700
 (2.0177782E-04,0.0000000E+00)      158646
 (1.9114996E-04,0.0000000E+00)      158631
 (1.4906183E-04,0.0000000E+00)      158628
 (2.0236097E-04,0.0000000E+00)      158596
 (2.0921961E-04,0.0000000E+00)      158610
 (1.4920722E-04,0.0000000E+00)      158582
 (2.2045146E-04,0.0000000E+00)      158611
 (2.0923672E-04,0.0000000E+00)      158669
 (1.2682378E-04,0.0000000E+00)      158577
 (1.9806741E-04,0.0000000E+00)      158578
